"ID_MAGASIN";"ID_FAMILLE_PRODUIT";"ID_TEMPS";"VENTES_OBJECTIF";"VENTES_REEL";"CA_OBJECTIF";"CA_REEL";"MARGE_OBJECTIF";"MARGE_REEL";"DATE_MAJ"
30;2;"201302";655;485;84695;35466;5.65;8.71;25/03/16
30;3;"201302";471;812;75455;47610;5.34;8.29;25/03/16
31;1;"201302";189;603;76871;92401;2.58;4.81;25/03/16
31;2;"201302";23;300;56141;87479;0.53;9.04;25/03/16
31;3;"201302";594;485;70133;17250;2.05;1.58;25/03/16
32;1;"201302";492;714;27794;43762;9.74;4.03;25/03/16
32;2;"201302";6;962;78173;64776;8.71;3.88;25/03/16
32;3;"201302";573;725;91382;95017;4.16;6.51;25/03/16
33;1;"201302";94;263;76222;54305;2.8;9.85;25/03/16
33;2;"201302";559;426;61279;20690;6.03;3.33;25/03/16
33;3;"201302";839;128;38201;77272;2.42;9.86;25/03/16
34;1;"201302";661;833;62710;16727;1.49;1.2;25/03/16
34;2;"201302";226;275;24622;54447;8.76;3.48;25/03/16
34;3;"201302";925;958;98201;40118;4.73;5.81;25/03/16
35;1;"201302";912;74;66528;98599;0.49;7.72;25/03/16
35;2;"201302";357;23;93942;57914;7.46;4.79;25/03/16
35;3;"201302";606;884;25515;88630;3.65;9.89;25/03/16
36;1;"201302";790;53;34801;83040;1.95;0.57;25/03/16
36;2;"201302";192;22;21219;12004;0.63;1.69;25/03/16
36;3;"201302";249;370;87828;95972;4.84;0.87;25/03/16
10;1;"201302";79;134;84194;9470;6.14;1.34;25/03/16
10;2;"201302";964;782;74151;35033;6.15;0.75;25/03/16
10;3;"201302";958;567;38948;90390;3.16;4.27;25/03/16
11;1;"201302";836;409;43249;38064;5.16;9.47;25/03/16
11;2;"201302";558;784;55033;62242;6.41;7.12;25/03/16
11;3;"201302";274;622;15002;61406;5.38;3.28;25/03/16
12;1;"201302";898;275;55746;93899;2.99;1.76;25/03/16
12;2;"201302";545;392;56773;3708;7.27;3.14;25/03/16
12;3;"201302";685;946;30224;94974;6.46;9.28;25/03/16
19;1;"201302";592;455;93558;65298;1.65;1.75;25/03/16
19;2;"201302";153;356;9762;4477;4.21;2.23;25/03/16
19;3;"201302";973;836;72328;15796;8.48;8.86;25/03/16
20;1;"201302";791;234;91918;85967;8.42;7.06;25/03/16
20;2;"201302";297;841;88151;27796;8.71;9.81;25/03/16
20;3;"201302";891;443;81718;31092;9.62;8.13;25/03/16
21;1;"201302";715;703;1804;72290;6.08;1.07;25/03/16
21;2;"201302";338;900;83716;27634;7.91;7.33;25/03/16
21;3;"201302";578;518;68262;2587;5.83;4.54;25/03/16
22;1;"201302";210;55;29190;71004;0.37;7.82;25/03/16
22;2;"201302";98;119;49239;82509;1.46;7.94;25/03/16
18;1;"201302";359;198;16265;77242;5.44;4.89;25/03/16
18;2;"201302";617;3;97042;19458;2.2;1.95;25/03/16
18;3;"201302";424;801;61808;14057;6.06;7.6;25/03/16
46;1;"201302";689;144;16083;13562;9.81;9.84;25/03/16
46;2;"201302";330;120;55994;1154;6.58;3.53;25/03/16
46;3;"201302";669;837;98075;4987;1.75;2.91;25/03/16
47;1;"201302";670;832;50016;22453;1.61;8.04;25/03/16
47;2;"201302";128;220;31720;42228;4.58;1.84;25/03/16
47;3;"201302";100;782;54167;67765;4.28;2.39;25/03/16
48;1;"201302";882;488;64399;15926;7.65;8.55;25/03/16
48;2;"201302";901;285;42811;62929;6.86;2.91;25/03/16
48;3;"201302";83;923;40659;85556;2.1;2.24;25/03/16
25;1;"201302";497;921;41791;17161;6.58;4.91;25/03/16
25;2;"201302";725;353;18517;24340;5.53;2.61;25/03/16
25;3;"201302";352;332;66235;13082;1.89;2.05;25/03/16
26;1;"201302";187;621;57425;22915;7.06;8.46;25/03/16
26;2;"201302";920;805;94838;28355;4.23;1.18;25/03/16
26;3;"201302";409;832;77399;56769;0.64;1.02;25/03/16
27;1;"201302";876;648;95894;91417;6.62;6.84;25/03/16
27;2;"201302";293;512;31866;26029;6.5;7.61;25/03/16
27;3;"201302";476;204;89853;72344;0.45;6.74;25/03/16
28;1;"201302";936;763;26128;16916;0.34;9.77;25/03/16
28;2;"201302";752;47;44159;91029;2.23;1.35;25/03/16
28;3;"201302";572;949;5461;18847;5.4;2.3;25/03/16
4;1;"201301";223;755;55875;24010;7.74;3.22;25/03/16
4;2;"201301";771;55;20117;46459;8.06;6.69;25/03/16
4;3;"201301";597;293;27326;7493;6.1;3.06;25/03/16
5;1;"201301";782;941;15536;14359;9.66;8.27;25/03/16
5;2;"201301";429;199;627;51557;6.7;6.05;25/03/16
5;3;"201301";412;170;54091;87738;0.19;8.16;25/03/16
6;1;"201301";815;139;8598;34296;6.61;0.74;25/03/16
6;2;"201301";403;206;48046;8532;9.02;9.75;25/03/16
6;3;"201301";155;704;77333;71716;4.73;8.59;25/03/16
7;1;"201301";230;906;67235;7966;8.28;9.98;25/03/16
7;2;"201301";25;610;2791;58588;7.02;1.93;25/03/16
7;3;"201301";609;961;65777;58319;1.82;5.78;25/03/16
8;1;"201301";324;524;14613;44158;2.29;4.41;25/03/16
8;2;"201301";965;155;79378;74483;3.76;9.43;25/03/16
8;3;"201301";95;433;26908;17682;6.57;9.63;25/03/16
9;1;"201301";492;47;63212;33830;0.47;1.3;25/03/16
9;2;"201301";169;587;51266;98704;7.44;0.77;25/03/16
9;3;"201301";762;853;33968;54931;4.11;2.56;25/03/16
17;1;"201301";984;612;25825;96467;4.3;5.71;25/03/16
17;2;"201301";380;109;21854;36359;9.22;8.15;25/03/16
17;3;"201301";483;282;206;89134;4.2;8.85;25/03/16
45;1;"201301";980;55;73911;21611;6.06;0.98;25/03/16
45;2;"201301";9;479;27936;70191;7.39;9.52;25/03/16
45;3;"201301";519;973;25531;24299;4.5;5.33;25/03/16
23;1;"201301";463;438;81954;24982;0.89;3.97;25/03/16
23;2;"201301";814;5;77581;4334;1.07;9.23;25/03/16
23;3;"201301";382;168;48309;5332;4.96;1.86;25/03/16
24;1;"201301";39;321;56869;44800;2.92;8.64;25/03/16
24;2;"201301";45;769;28995;79307;9.61;7.77;25/03/16
24;3;"201301";107;365;1877;47313;1.86;7.17;25/03/16
13;3;"201301";612;972;61526;78436;4.88;3.93;25/03/16
14;1;"201301";689;334;19275;83524;4.06;8.17;25/03/16
14;2;"201301";983;725;75293;2820;6.95;5.31;25/03/16
14;3;"201301";250;519;90591;41809;9.22;7.3;25/03/16
15;1;"201301";523;416;24110;59163;7.63;3.94;25/03/16
15;2;"201301";116;190;33336;63462;7.05;4.26;25/03/16
15;3;"201301";24;418;39286;13073;6.8;6.48;25/03/16
16;1;"201301";198;276;30773;1658;3.36;2.12;25/03/16
16;2;"201301";121;766;37914;20151;4.35;7.35;25/03/16
16;3;"201301";171;251;34832;60666;6.4;0.61;25/03/16
1;1;"201301";218;621;25211;79477;7.31;0.03;25/03/16
1;2;"201301";310;854;7892;79912;8.09;4.6;25/03/16
1;3;"201301";554;271;48934;14651;9.5;0.63;25/03/16
2;1;"201301";803;625;66402;85445;1.61;0.87;25/03/16
2;2;"201301";25;932;20685;12426;2.65;0.97;25/03/16
2;3;"201301";690;175;74691;37929;5.32;1.76;25/03/16
3;1;"201301";829;897;27870;48043;0.9;7.67;25/03/16
3;2;"201301";404;723;11400;11890;6.07;3.45;25/03/16
3;3;"201301";510;249;91446;63961;9.79;6.68;25/03/16
37;1;"201301";612;815;92791;18451;4.72;1.54;25/03/16
37;2;"201301";515;785;53658;62362;0.79;4.27;25/03/16
37;3;"201301";509;124;80729;30961;7.38;8.61;25/03/16
38;1;"201301";731;95;76577;49034;3.7;5.77;25/03/16
38;2;"201301";113;333;85562;60981;3.6;3.34;25/03/16
38;3;"201301";745;919;53066;89483;8.73;2.04;25/03/16
39;1;"201301";185;243;44445;16877;8.58;0.71;25/03/16
39;2;"201301";209;83;13978;90251;1.41;0.53;25/03/16
39;3;"201301";0;662;33312;68412;0.22;6.09;25/03/16
40;1;"201301";571;73;5693;85588;1.28;2.5;25/03/16
40;2;"201301";178;400;37043;71811;8.02;6.05;25/03/16
40;3;"201301";532;83;40685;67898;4.91;8.93;25/03/16
41;1;"201301";193;352;58369;83021;4.9;4.03;25/03/16
41;2;"201301";763;768;65594;79178;4.97;4.86;25/03/16
41;3;"201301";0;882;75149;39472;3.16;5.26;25/03/16
42;1;"201301";767;118;39610;23423;0.96;0.27;25/03/16
42;2;"201301";851;624;56176;87648;5.3;3.59;25/03/16
42;3;"201301";696;623;79721;96866;4.88;1.93;25/03/16
43;1;"201301";595;535;66068;95429;1.27;0.43;25/03/16
43;2;"201301";349;828;85283;22649;5.5;0.22;25/03/16
43;3;"201301";780;872;19684;93961;6.62;7.95;25/03/16
44;1;"201301";152;441;34481;17772;0.75;2.24;25/03/16
44;2;"201301";784;440;29789;40571;8.69;7.94;25/03/16
44;3;"201301";757;827;27894;88559;0.66;6.89;25/03/16
29;1;"201301";654;768;67890;53610;4.17;7.24;25/03/16
29;2;"201301";716;70;48640;47722;1.42;5.59;25/03/16
29;3;"201301";571;836;83629;28646;2.5;5.12;25/03/16
30;1;"201301";749;994;93375;3768;7.23;6.24;25/03/16
30;2;"201301";720;278;83396;94209;7.21;1.3;25/03/16
30;3;"201301";117;21;17132;83740;9.46;1.27;25/03/16
31;1;"201301";181;694;79622;27199;1.02;7.34;25/03/16
31;2;"201301";266;137;7978;91990;8.96;5.37;25/03/16
31;3;"201301";552;92;5;88365;0.76;4.35;25/03/16
32;1;"201301";683;637;24021;71689;0.09;4.53;25/03/16
32;2;"201301";346;598;59525;22018;0.55;6.8;25/03/16
32;3;"201301";380;209;6701;18007;6.32;8.58;25/03/16
33;1;"201301";677;699;27124;16137;4.13;5.62;25/03/16
33;2;"201301";955;155;49185;72957;4.93;3.35;25/03/16
33;3;"201301";669;640;81949;99475;5.07;0.43;25/03/16
34;1;"201301";91;874;97959;63007;6.51;5.98;25/03/16
34;2;"201301";432;786;41490;4097;1.8;8.45;25/03/16
34;3;"201301";434;409;71844;90676;4.43;7.1;25/03/16
35;1;"201301";400;472;4221;19016;2.13;0.58;25/03/16
35;2;"201301";388;769;57970;51543;8.62;2.71;25/03/16
35;3;"201301";895;275;32759;49063;6.76;4.05;25/03/16
36;1;"201301";970;801;82989;15466;9.6;0.71;25/03/16
36;2;"201301";656;984;12164;102;2.72;9.55;25/03/16
36;3;"201301";647;911;87308;66991;7.16;4.72;25/03/16
10;1;"201301";193;407;69417;69425;9.12;1.93;25/03/16
10;2;"201301";564;288;16946;178;2.75;2.43;25/03/16
10;3;"201301";898;421;44530;33220;8.86;4.83;25/03/16
11;1;"201301";787;90;4712;25521;4.33;7.5;25/03/16
11;2;"201301";461;633;73523;8308;5.67;7.57;25/03/16
11;3;"201301";591;58;13145;62418;6.86;9.45;25/03/16
12;1;"201301";347;333;82774;27979;2.17;7.91;25/03/16
12;2;"201301";85;179;85038;68538;8.51;2.7;25/03/16
12;3;"201301";852;781;25746;10384;1.13;4.99;25/03/16
13;1;"201301";551;878;95352;69457;3.1;3.59;25/03/16
13;2;"201301";590;142;76534;28050;4.62;9.28;25/03/16
19;1;"201301";747;561;38511;25304;0.63;5.18;25/03/16
19;2;"201301";985;72;85648;12477;9.79;2.23;25/03/16
19;3;"201301";932;712;37147;18368;3.86;9.45;25/03/16
20;1;"201301";681;862;60330;45210;8.76;7.92;25/03/16
20;2;"201301";212;862;33316;20042;3.12;3.18;25/03/16
20;3;"201301";315;184;21816;31973;8.14;1.69;25/03/16
21;1;"201301";674;620;93248;30987;2.02;9;25/03/16
21;2;"201301";245;993;34481;91213;8.73;0.57;25/03/16
21;3;"201301";107;4;25566;14293;9.69;0.07;25/03/16
22;1;"201301";1;682;87079;5087;1.51;8.14;25/03/16
22;2;"201301";581;104;51122;48856;3.34;8.2;25/03/16
22;3;"201301";537;577;96511;40516;8.96;4.76;25/03/16
18;1;"201301";242;839;18002;82160;0.5;6.11;25/03/16
18;2;"201301";10;769;77457;60781;0.34;1.6;25/03/16
18;3;"201301";273;596;84536;6442;8.3;6.06;25/03/16
46;1;"201301";367;809;45386;3282;2.75;0.52;25/03/16
46;2;"201301";635;511;2927;13365;1.38;0.23;25/03/16
46;3;"201301";809;568;96309;24476;2.24;0.87;25/03/16
47;1;"201301";321;175;25447;51264;5.28;4.16;25/03/16
47;2;"201301";933;609;59745;88711;8.02;2.86;25/03/16
47;3;"201301";147;109;57155;21029;0.96;9.4;25/03/16
48;1;"201301";278;937;28573;51950;7.78;6.88;25/03/16
48;2;"201301";198;650;32093;38617;7.88;4.67;25/03/16
48;3;"201301";619;595;19524;62722;5.75;8.75;25/03/16
25;1;"201301";509;555;26699;52608;0.89;3.43;25/03/16
25;2;"201301";60;918;50630;33641;9.59;1.92;25/03/16
25;3;"201301";553;676;94068;86133;0.02;0.47;25/03/16
26;1;"201301";30;763;60086;76018;5.36;1.53;25/03/16
26;2;"201301";374;344;12845;15938;2.27;5.51;25/03/16
26;3;"201301";549;741;39475;33235;0.89;6.31;25/03/16
27;1;"201301";658;423;46613;64369;0.22;3.99;25/03/16
27;2;"201301";514;641;58655;96108;0.42;7.72;25/03/16
27;3;"201301";971;182;41984;90367;7.54;8.69;25/03/16
28;1;"201301";972;720;37693;14833;9.19;8.26;25/03/16
28;2;"201301";735;650;29964;93571;5.58;0.91;25/03/16
28;3;"201301";673;945;28558;55437;4.08;5.61;25/03/16
48;1;"201601";13;8;18;3840.12;751.73;674.48;25/03/16
48;2;"201601";34;71;20.9;4543.62;126.41;481.18;25/03/16
48;3;"201601";7;51;14.43;6399.33;702.79;332.83;25/03/16
48;1;"201602";34;;10.72;;426.9;;25/03/16
48;2;"201602";5;;15.35;;807.91;;25/03/16
48;3;"201602";35;;46.33;;965.04;;25/03/16
48;1;"201603";5;;36.16;;689.34;;25/03/16
48;2;"201603";50;;15.16;;236.95;;25/03/16
48;3;"201603";39;;32.27;;805.42;;25/03/16
48;1;"201604";42;;93.61;;194.86;;25/03/16
48;2;"201604";100;;62.2;;840.94;;25/03/16
48;3;"201604";81;;47.58;;410.4;;25/03/16
48;1;"201605";40;;45.17;;319.5;;25/03/16
48;2;"201605";93;;52.69;;718.53;;25/03/16
48;3;"201605";37;;39.32;;491.32;;25/03/16
48;1;"201606";88;;72.34;;200.25;;25/03/16
48;2;"201606";88;;14.28;;531.51;;25/03/16
48;3;"201606";92;;4.83;;224.99;;25/03/16
48;1;"201607";88;;23.08;;35.4;;25/03/16
48;2;"201607";39;;81.15;;686.71;;25/03/16
48;3;"201607";48;;1.12;;41.48;;25/03/16
48;1;"201608";19;;31.4;;2.43;;25/03/16
48;2;"201608";66;;61.48;;309.31;;25/03/16
48;3;"201608";97;;32.01;;697.09;;25/03/16
48;1;"201609";65;;75.46;;273.54;;25/03/16
48;2;"201609";58;;19.91;;789.61;;25/03/16
48;3;"201609";72;;58.28;;887.04;;25/03/16
48;1;"201610";11;;88.17;;71.81;;25/03/16
48;2;"201610";12;;53.64;;477.39;;25/03/16
48;3;"201610";37;;5.76;;423.79;;25/03/16
48;1;"201611";37;;13.83;;548.87;;25/03/16
48;2;"201611";20;;82.85;;874.06;;25/03/16
48;3;"201611";62;;64.88;;851.87;;25/03/16
48;1;"201612";34;;65.68;;369.79;;25/03/16
48;2;"201612";4;;47.19;;587.83;;25/03/16
48;3;"201612";95;;64.7;;816.76;;25/03/16
47;1;"201601";76;2;27.91;178.94;349.41;446.9;25/03/16
47;2;"201601";45;70;53.46;7813.64;988.23;438.26;25/03/16
47;3;"201601";27;94;12.97;2249.17;209.47;38.63;25/03/16
47;1;"201602";62;;92.01;;301.33;;25/03/16
47;2;"201602";63;;30.46;;245.12;;25/03/16
47;3;"201602";30;;5.74;;939.39;;25/03/16
47;1;"201603";74;;56.01;;689.46;;25/03/16
47;2;"201603";47;;47.78;;834.26;;25/03/16
47;3;"201603";63;;72.42;;982.39;;25/03/16
47;1;"201604";96;;2.93;;181.25;;25/03/16
47;2;"201604";20;;6.71;;542.14;;25/03/16
47;3;"201604";91;;70.71;;676.69;;25/03/16
47;1;"201605";9;;52.03;;269.4;;25/03/16
47;2;"201605";83;;74.59;;720.73;;25/03/16
47;3;"201605";14;;13.67;;633.02;;25/03/16
47;1;"201606";55;;3.14;;314;;25/03/16
47;2;"201606";35;;93.24;;119.73;;25/03/16
47;3;"201606";71;;41.01;;688.19;;25/03/16
47;1;"201607";85;;32.44;;113.6;;25/03/16
47;2;"201607";12;;81.93;;258.36;;25/03/16
47;3;"201607";18;;15;;907.92;;25/03/16
47;1;"201608";61;;22.08;;752.19;;25/03/16
47;2;"201608";5;;9.29;;573.33;;25/03/16
47;3;"201608";27;;44.68;;135.9;;25/03/16
47;1;"201609";43;;13.99;;608.45;;25/03/16
47;2;"201609";25;;97.03;;810.79;;25/03/16
47;3;"201609";73;;98.76;;471.22;;25/03/16
47;1;"201610";94;;49.39;;549.75;;25/03/16
47;2;"201610";84;;78.24;;339.71;;25/03/16
47;3;"201610";97;;30.13;;502.93;;25/03/16
47;1;"201611";80;;10.21;;920.94;;25/03/16
47;2;"201611";42;;9.45;;530.77;;25/03/16
47;3;"201611";2;;42.16;;389.47;;25/03/16
47;1;"201612";86;;6.79;;256.85;;25/03/16
47;2;"201612";16;;30.36;;82.9;;25/03/16
47;3;"201612";98;;73.87;;498.61;;25/03/16
46;1;"201601";6;66;25.16;7183.82;80.33;446.11;25/03/16
46;2;"201601";28;54;25.22;3187.33;999.09;785.17;25/03/16
46;3;"201601";79;36;38.24;9535.36;617.1;73.48;25/03/16
46;1;"201602";26;;94.07;;655.88;;25/03/16
46;2;"201602";86;;26.72;;378.15;;25/03/16
46;3;"201602";48;;23.85;;46.64;;25/03/16
46;1;"201603";56;;5.66;;899.03;;25/03/16
46;2;"201603";66;;93.21;;30.8;;25/03/16
46;3;"201603";98;;93.68;;193.57;;25/03/16
46;1;"201604";10;;39.84;;400.5;;25/03/16
46;2;"201604";83;;9.89;;767.71;;25/03/16
46;3;"201604";71;;9.44;;296.65;;25/03/16
46;1;"201605";14;;97.7;;626.76;;25/03/16
46;2;"201605";73;;72.48;;116.36;;25/03/16
46;3;"201605";0;;47.69;;254.29;;25/03/16
46;1;"201606";50;;9.52;;432.73;;25/03/16
46;2;"201606";62;;78.34;;41.38;;25/03/16
46;3;"201606";3;;70.76;;856.59;;25/03/16
46;1;"201607";45;;95.12;;30.13;;25/03/16
46;2;"201607";6;;38.19;;518.43;;25/03/16
46;3;"201607";40;;81.22;;600.67;;25/03/16
46;1;"201608";25;;28.34;;709.15;;25/03/16
46;2;"201608";83;;93.59;;219.54;;25/03/16
46;3;"201608";90;;25.57;;501.51;;25/03/16
46;1;"201609";35;;13.99;;455.33;;25/03/16
46;2;"201609";95;;80.72;;925.36;;25/03/16
46;3;"201609";42;;73.76;;889.89;;25/03/16
46;1;"201610";18;;26.06;;24.7;;25/03/16
46;2;"201610";5;;49.57;;475.69;;25/03/16
46;3;"201610";27;;6.79;;624.43;;25/03/16
46;1;"201611";36;;16.69;;215.66;;25/03/16
46;2;"201611";69;;1.4;;410.53;;25/03/16
46;3;"201611";82;;20.15;;968.65;;25/03/16
46;1;"201612";70;;20.01;;779.63;;25/03/16
46;2;"201612";86;;67.08;;159.93;;25/03/16
46;3;"201612";31;;74.72;;495.13;;25/03/16
45;1;"201601";48;23;82.78;5294.13;688.92;673.56;25/03/16
45;2;"201601";17;39;65.99;2431.76;728.43;468.05;25/03/16
45;3;"201601";9;87;58.16;474.06;627.23;254.68;25/03/16
45;1;"201602";54;;86;;640.21;;25/03/16
45;2;"201602";7;;85.63;;355.33;;25/03/16
45;3;"201602";13;;15.62;;496.47;;25/03/16
45;1;"201603";16;;66.58;;184.85;;25/03/16
45;2;"201603";71;;62.73;;744.45;;25/03/16
45;3;"201603";23;;98.25;;413.81;;25/03/16
45;1;"201604";61;;52.83;;736.29;;25/03/16
45;2;"201604";58;;73.1;;16.75;;25/03/16
45;3;"201604";52;;20.45;;930.12;;25/03/16
45;1;"201605";2;;5.73;;859.94;;25/03/16
45;2;"201605";19;;49.27;;883.52;;25/03/16
45;3;"201605";4;;83.45;;928.13;;25/03/16
45;1;"201606";22;;37.77;;108.58;;25/03/16
45;2;"201606";80;;52.07;;12.76;;25/03/16
45;3;"201606";4;;8.1;;836.84;;25/03/16
45;1;"201607";15;;92.69;;763.57;;25/03/16
45;2;"201607";18;;48.28;;327.96;;25/03/16
45;3;"201607";78;;90.51;;800.39;;25/03/16
45;1;"201608";58;;65.16;;5.71;;25/03/16
45;2;"201608";38;;73.17;;77.22;;25/03/16
45;3;"201608";11;;71.17;;387.96;;25/03/16
45;1;"201609";65;;70.1;;271.09;;25/03/16
45;2;"201609";27;;4.41;;408.77;;25/03/16
45;3;"201609";46;;33.68;;712.12;;25/03/16
45;1;"201610";9;;95.31;;779.6;;25/03/16
45;2;"201610";97;;78.6;;179.71;;25/03/16
45;3;"201610";68;;22.1;;285.25;;25/03/16
45;1;"201611";51;;44.03;;705.83;;25/03/16
45;2;"201611";26;;2.76;;643.22;;25/03/16
45;3;"201611";33;;57.1;;508.86;;25/03/16
45;1;"201612";95;;84.47;;20.31;;25/03/16
45;2;"201612";58;;16.76;;736.84;;25/03/16
45;3;"201612";86;;90.14;;352.57;;25/03/16
44;1;"201601";10;13;88.31;3121.16;814.43;884.6;25/03/16
44;2;"201601";0;81;33.73;8007.56;228.78;357.18;25/03/16
44;3;"201601";65;19;72.61;1330;983.39;662.64;25/03/16
44;1;"201602";100;;20.52;;532.47;;25/03/16
44;2;"201602";64;;55.01;;795.38;;25/03/16
44;3;"201602";88;;50.28;;210.05;;25/03/16
44;1;"201603";1;;17.79;;520.76;;25/03/16
44;2;"201603";43;;6.57;;423.98;;25/03/16
44;3;"201603";21;;16.58;;591.87;;25/03/16
44;1;"201604";21;;71.62;;77.87;;25/03/16
44;2;"201604";1;;92.61;;611.92;;25/03/16
44;3;"201604";95;;56.39;;603.18;;25/03/16
44;1;"201605";32;;9.85;;648.97;;25/03/16
44;2;"201605";77;;8.24;;706.9;;25/03/16
44;3;"201605";86;;93.92;;11.52;;25/03/16
44;1;"201606";32;;20.35;;421.86;;25/03/16
44;2;"201606";85;;63.48;;466.49;;25/03/16
44;3;"201606";98;;5.8;;845.56;;25/03/16
44;1;"201607";80;;26.44;;543.51;;25/03/16
44;2;"201607";37;;57.52;;506.5;;25/03/16
44;3;"201607";63;;31.88;;730.17;;25/03/16
44;1;"201608";43;;49.2;;462.83;;25/03/16
44;2;"201608";20;;98.21;;597.87;;25/03/16
44;3;"201608";78;;57.89;;217.97;;25/03/16
44;1;"201609";3;;72.76;;640.49;;25/03/16
44;2;"201609";81;;97.05;;13.42;;25/03/16
44;3;"201609";56;;45.69;;284.61;;25/03/16
44;1;"201610";13;;37.14;;361.87;;25/03/16
44;2;"201610";79;;25.29;;607.61;;25/03/16
44;3;"201610";72;;48.99;;840.03;;25/03/16
44;1;"201611";9;;19.85;;689.64;;25/03/16
44;2;"201611";43;;54.04;;122.78;;25/03/16
44;3;"201611";79;;99.34;;59.04;;25/03/16
44;1;"201612";98;;87.45;;63.2;;25/03/16
44;2;"201612";84;;13.88;;371.13;;25/03/16
44;3;"201612";90;;77.97;;484.75;;25/03/16
43;1;"201601";70;4;22.56;3602.71;294.01;507.51;25/03/16
43;2;"201601";33;31;19.16;5279.87;484.75;846;25/03/16
43;3;"201601";32;23;42.03;2052.55;174.36;447.81;25/03/16
43;1;"201602";14;;64.87;;291.78;;25/03/16
43;2;"201602";52;;52.89;;727.85;;25/03/16
43;3;"201602";34;;85.52;;21.94;;25/03/16
43;1;"201603";60;;22.86;;549.31;;25/03/16
43;2;"201603";39;;77.02;;974.85;;25/03/16
43;3;"201603";17;;45.96;;973.77;;25/03/16
43;1;"201604";99;;9.33;;463.49;;25/03/16
43;2;"201604";12;;75.49;;298.94;;25/03/16
43;3;"201604";91;;10.9;;837.99;;25/03/16
43;1;"201605";73;;68.78;;218.11;;25/03/16
43;2;"201605";65;;5.37;;241.82;;25/03/16
43;3;"201605";68;;81.32;;240.09;;25/03/16
43;1;"201606";53;;99.61;;449.21;;25/03/16
43;2;"201606";24;;32.39;;89.13;;25/03/16
43;3;"201606";16;;96.2;;954.51;;25/03/16
43;1;"201607";67;;73.01;;410.62;;25/03/16
43;2;"201607";66;;49.54;;516.69;;25/03/16
43;3;"201607";81;;84.62;;121.99;;25/03/16
43;1;"201608";86;;25.61;;256.89;;25/03/16
43;2;"201608";66;;21.87;;562.73;;25/03/16
43;3;"201608";100;;47.75;;102.13;;25/03/16
43;1;"201609";66;;32.79;;799.5;;25/03/16
43;2;"201609";13;;31.19;;358.92;;25/03/16
43;3;"201609";90;;8.33;;653.79;;25/03/16
43;1;"201610";28;;30.86;;543.56;;25/03/16
43;2;"201610";13;;4.93;;335.29;;25/03/16
43;3;"201610";89;;29.83;;83.28;;25/03/16
43;1;"201611";57;;20.33;;184.62;;25/03/16
43;2;"201611";5;;62.74;;16.18;;25/03/16
43;3;"201611";60;;42.03;;962.02;;25/03/16
43;1;"201612";72;;82.86;;221.31;;25/03/16
43;2;"201612";94;;47.22;;642.94;;25/03/16
43;3;"201612";68;;60.39;;534.7;;25/03/16
42;1;"201601";68;31;42.25;2879.02;889.67;423.34;25/03/16
42;2;"201601";62;98;20.93;4485.7;802.72;804.07;25/03/16
42;3;"201601";20;17;71.93;677.77;454.19;575.04;25/03/16
42;1;"201602";38;;93.12;;534.31;;25/03/16
42;2;"201602";12;;29.23;;116.22;;25/03/16
42;3;"201602";77;;71.45;;497.6;;25/03/16
42;1;"201603";89;;7.31;;507.9;;25/03/16
42;2;"201603";5;;19.7;;657.77;;25/03/16
42;3;"201603";85;;94.6;;284.06;;25/03/16
42;1;"201604";13;;62.12;;729.97;;25/03/16
42;2;"201604";18;;5.18;;10.81;;25/03/16
42;3;"201604";3;;20.72;;462.62;;25/03/16
42;1;"201605";15;;92.09;;333.04;;25/03/16
42;2;"201605";72;;10.67;;335.26;;25/03/16
42;3;"201605";44;;57.81;;324.08;;25/03/16
42;1;"201606";82;;31.64;;286.13;;25/03/16
42;2;"201606";88;;39.46;;391.7;;25/03/16
42;3;"201606";94;;6.09;;279.09;;25/03/16
42;1;"201607";11;;19.37;;927.65;;25/03/16
42;2;"201607";16;;28.85;;579.19;;25/03/16
42;3;"201607";12;;22.13;;869.2;;25/03/16
42;1;"201608";58;;57.46;;815.49;;25/03/16
42;2;"201608";52;;56.8;;755.99;;25/03/16
42;3;"201608";12;;21.68;;310.53;;25/03/16
42;1;"201609";91;;7.4;;605.41;;25/03/16
42;2;"201609";40;;50.2;;932.43;;25/03/16
42;3;"201609";91;;55.15;;13.65;;25/03/16
42;1;"201610";41;;93.67;;770.88;;25/03/16
42;2;"201610";8;;31.63;;594.39;;25/03/16
42;3;"201610";31;;54.89;;42.35;;25/03/16
42;1;"201611";2;;16.79;;109.16;;25/03/16
42;2;"201611";64;;25.49;;650.13;;25/03/16
42;3;"201611";94;;30.53;;400.03;;25/03/16
42;1;"201612";15;;7.86;;829.8;;25/03/16
42;2;"201612";8;;38.43;;982;;25/03/16
42;3;"201612";10;;41.28;;925.08;;25/03/16
41;1;"201601";91;66;9.74;7912.23;356.95;753.3;25/03/16
41;2;"201601";87;7;11.62;3839.4;505.78;833.02;25/03/16
41;3;"201601";20;82;57.67;6921.45;950.4;601.64;25/03/16
41;1;"201602";34;;25.12;;908.94;;25/03/16
41;2;"201602";71;;84.58;;456.11;;25/03/16
41;3;"201602";81;;67.79;;189.63;;25/03/16
41;1;"201603";16;;41.71;;279.66;;25/03/16
41;2;"201603";92;;8.43;;646.63;;25/03/16
41;3;"201603";90;;54.89;;53.67;;25/03/16
